ID,Date_Shift,Pipe Size_Calculated,Date_Shift_Supervisor,Date_Shift_Supervisor_Helper,Production Supervisor,Input Date,Input Shift,Trolley no,Loading Time,Lava Temp,Homo Temp,TK Temp,Furnace Num,Temp Eject,Air time,Pipe Size,Size_actual,WT,Prod Rej,Prod Qty,Prod wt,Hour Cycle,Date for Output,Shift,QC Supervisor,QC Time,Accepted Pipes,Rejected Pipes,Check,Cavity,Cracks,R cracks,Ovality,Others,Accepted Wt,Rejected Wt,% R,Status
b6d0d9c8,46108_lll,436x500x20,9e3cde87,27-03-2026_lll_Pawar A.A,Pawar A.A,27-03-2026,lll,44,04:30:00,,,,F2,,,asd221530,436,43,,9,387,2.048599537,29-03-2026,ll,Jadhav sahil,05:39:59,8,1,Ok,,1,,,,344,43,11.11%,QC Checked
b459bb54,46108_lll,386x500x20,9e3cde87,27-03-2026_lll_Pawar A.A,Pawar A.A,27-03-2026,lll,44,04:30:00,,,,F2,,,asd143430,386,38,,4,152,2.049131944,29-03-2026,ll,Jadhav sahil,05:40:45,4,0,Ok,0,,,,,152,0,0.00%,QC Checked
ad56434d,46108_lll,336x500x20,9e3cde87,27-03-2026_lll_Pawar A.A,Pawar A.A,27-03-2026,lll,44,04:30:00,,,,F2,,,asd961942,336,34,,4,136,2.049386574,29-03-2026,ll,Jadhav sahil,05:41:07,4,0,Ok,,0,,,,136,0,0.00%,QC Checked
308a6422,46108_lll,253x500x20,9e3cde87,27-03-2026_lll_Pawar A.A,Pawar A.A,27-03-2026,lll,44,04:30:00,,,,F2,,,asd666794,253,26,,8,208,2.04994213,29-03-2026,ll,Jadhav sahil,05:41:55,7,1,Ok,,1,,,,182,26,12.50%,QC Checked
d5bfe135,46108_lll,550x350x50,9e3cde87,27-03-2026_lll_Pawar A.A,Pawar A.A,27-03-2026,lll,44,04:30:00,,,,F2,,,asd534811,550,32,,1,32,2.050127315,29-03-2026,ll,Jadhav sahil,05:42:11,0,1,Ok,,1,,,,0,32,100.00%,QC Checked
65572d7b,46108_lll,250x350x50,9e3cde87,27-03-2026_lll_Pawar A.A,Pawar A.A,27-03-2026,lll,44,04:30:00,,,,F2,,,asd685787,250,15,,1,15,2.050625,29-03-2026,ll,Jadhav sahil,05:42:54,1,0,Ok,0,,,,,15,0,0.00%,QC Checked
a138c83d,46108_lll,489x500x20,9e3cde87,27-03-2026_lll_Pawar A.A,Pawar A.A,27-03-2026,lll,45,05:30:00,,,,F2,,,asd636462,489,48,,5,240,2.009814815,29-03-2026,ll,Jadhav sahil,05:44:08,2,3,Ok,,2,,1,,96,144,60.00%,QC Checked
d4c6e3e4,46108_lll,436x500x20,9e3cde87,27-03-2026_lll_Pawar A.A,Pawar A.A,27-03-2026,lll,45,05:30:00,,,,F2,,,asd221530,436,43,,7,301,2.046550926,29-03-2026,ll,Jadhav sahil,06:37:02,6,1,Ok,,1,,,,258,43,14.29%,QC Checked
abf794e3,46108_lll,386x500x20,9e3cde87,27-03-2026_lll_Pawar A.A,Pawar A.A,27-03-2026,lll,45,05:30:00,,,,F2,,,asd143430,386,38,,4,152,2.046736111,29-03-2026,ll,Jadhav sahil,06:37:18,3,1,Ok,,1,,,,114,38,25.00%,QC Checked
f01006f7,46108_lll,336x500x20,9e3cde87,27-03-2026_lll_Pawar A.A,Pawar A.A,27-03-2026,lll,45,05:30:00,,,,F2,,,asd961942,336,34,,4,136,2.046921296,29-03-2026,ll,Jadhav sahil,06:37:34,4,0,Ok,,0,,,,136,0,0.00%,QC Checked
44e7fcdc,46108_lll,253x500x20,9e3cde87,27-03-2026_lll_Pawar A.A,Pawar A.A,27-03-2026,lll,45,05:30:00,,,,F2,,,asd666794,253,26,,7,182,2.047152778,29-03-2026,ll,Jadhav sahil,06:37:54,6,1,Ok,,1,,,,156,26,14.29%,QC Checked
604021f6,46108_lll,550x350x50,9e3cde87,27-03-2026_lll_Pawar A.A,Pawar A.A,27-03-2026,lll,45,05:30:00,,,,F2,,,asd534811,550,32,,1,32,2.047314815,29-03-2026,ll,Jadhav sahil,06:38:08,1,0,Ok,,0,,,,32,0,0.00%,QC Checked
7616057f,46108_lll,250x350x50,9e3cde87,27-03-2026_lll_Pawar A.A,Pawar A.A,27-03-2026,lll,45,05:30:00,,,,F2,,,asd685787,250,15,,2,30,2.047488426,29-03-2026,ll,Jadhav sahil,06:38:23,2,0,Ok,,,0,,,30,0,0.00%,QC Checked
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ab27882c,46082_lll,436x500x20,cb679420,01-03-2026_lll_Bankar D.M.,Bankar D.M.,01-03-2026,lll,12,13:10:00,1169,1190,775,F1,,32,asd221530,436,43,,5,215,26.99019676,28-03-2026,,,12:55:53,5,0,Ok,,,,,,215,0,0.00%,Inside Tunnel
756b7b0f,46082_lll,386x500x20,cb679420,01-03-2026_lll_Bankar D.M.,Bankar D.M.,01-03-2026,lll,12,13:10:00,1169,1190,775,F1,,32,asd143430,386,38,,5,190,26.99283565,28-03-2026,,,12:59:41,5,0,Ok,,,,,,190,0,0.00%,Inside Tunnel
a74d4195,46082_lll,336x500x20,cb679420,01-03-2026_lll_Bankar D.M.,Bankar D.M.,01-03-2026,lll,12,13:10:00,1169,1190,775,F1,,32,asd961942,336,34,,10,340,26.99310185,28-03-2026,,,13:00:04,10,0,Ok,,,,,,340,0,0.00%,Inside Tunnel
78d84d17,46082_lll,253x500x20,cb679420,01-03-2026_lll_Bankar D.M.,Bankar D.M.,01-03-2026,lll,12,13:10:00,1169,1190,775,F1,,32,asd666794,253,26,,5,130,26.99342593,28-03-2026,,,13:00:32,5,0,Ok,,,,,,130,0,0.00%,Inside Tunnel
01adfaa8,46082_lll,550x350x50,cb679420,01-03-2026_lll_Bankar D.M.,Bankar D.M.,01-03-2026,lll,12,13:10:00,1169,1190,775,F1,,32,asd534811,550,32,,2,64,26.99371528,28-03-2026,,,13:00:57,2,0,Ok,,,,,,64,0,0.00%,Inside Tunnel
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68cc8190,46108_l,489x500x20,135c2adb,27-03-2026_l_Khalate H.S.,Khalate H.S.,27-03-2026,l,29,14:00:00,,,,F2,,34,asd636462,489,48,,4,192,1.0040625,28-03-2026,,,14:05:51,4,0,Ok,,,,,,192,0,0.00%,Inside Tunnel
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4734b2ae,46109_ll,489x500x20,4b091218,#N/A,,28-03-2026,ll,6,15:20:00,,,,F2,,32,asd636462,489,48,,4,192,1.017974537,29-03-2026,lll,Kanase.sv,15:45:53,0,4,Ok,,3,1,,,0,192,100.00%,QC Checked
2fd37263,46109_ll,436x500x20,4b091218,#N/A,,28-03-2026,ll,6,15:20:00,,,,F2,,30,asd221530,436,43,,8,344,1.036909722,29-03-2026,lll,Kanase.sv,16:13:09,8,0,Ok,0,,,,,344,0,0.00%,QC Checked
8f41a95e,46110_lll,386x500x20,4b091218,#N/A,,29-03-2026,lll,6,15:20:00,,,,F2,,30,asd143430,386,38,,4,152,0.03730324074,29-03-2026,lll,Kanase.sv,16:13:43,3,1,Ok,,1,,,,114,38,25.00%,QC Checked
3ea1063a,46109_ll,336x500x20,4b091218,#N/A,,28-03-2026,ll,6,15:20:00,,,,F2,,30,asd961942,336,34,,4,136,1.037662037,29-03-2026,lll,Kanase.sv,16:14:14,4,0,Ok,0,,,,,136,0,0.00%,QC Checked
b00b51c9,46109_ll,253x500x20,,#N/A,,28-03-2026,ll,6,15:20:00,,,,F2,,30,asd666794,253,26,,8,208,1.045219907,29-03-2026,lll,Kanase.sv,16:25:07,8,0,Ok,0,,,,,208,0,0.00%,QC Checked
14e1eb7a,46110_lll,550x350x50,4b091218,#N/A,,29-03-2026,lll,6,15:20:00,,,,F2,,30,dda65b4a,550,32,,2,64,0.04568287037,29-03-2026,lll,Kanase.sv,16:25:47,1,1,Ok,,1,,,,32,32,50.00%,QC Checked
438a5ceb,46109_ll,250x350x50,4b091218,#N/A,,28-03-2026,ll,6,15:20:00,,,,F2,,,asd685787,250,15,,2,30,1.083194444,29-03-2026,lll,Kanase.sv,17:19:48,2,0,Ok,0,,,,,30,0,0.00%,QC Checked
d9d0cf3e,46109_ll,489x500x20,4b091218,#N/A,,28-03-2026,ll,7,16:10:00,,,,F2,,32,asd636462,489,48,1,3,144,1.048738426,29-03-2026,lll,Suraj kanse,17:20:11,1,2,Ok,,1,1,,,48,96,66.67%,QC Checked
454f72f9,46082_lll,436x500x20,0b126877,#N/A,,01-03-2026,lll,13,01:10:00,1169,1190,775,F1,812,34,asd221530,436,43,,5,215,27.67528935,28-03-2026,,,17:22:25,5,0,Ok,,,,,,215,0,0.00%,Inside Tunnel
e52471f2,46082_lll,386x500x20,0b126877,#N/A,,01-03-2026,lll,13,01:10:00,1169,1190,775,F1,812,34,asd143430,386,38,,4,152,27.67636574,28-03-2026,,,17:23:58,4,0,Ok,,,,,,152,0,0.00%,Inside Tunnel
cc9917e4,46082_lll,336x500x20,0b126877,#N/A,,01-03-2026,lll,13,01:10:00,1169,1190,775,F1,812,34,asd961942,336,34,,10,340,27.67673611,28-03-2026,,,17:24:30,10,0,Ok,,,,,,340,0,0.00%,Inside Tunnel
92dc5dfb,46082_lll, x x ,0b126877,#N/A,,01-03-2026,lll,13,01:10:00,1169,1190,775,F1,812,34,,#N/A,0,,,0,27.67708333,28-03-2026,,,17:25:00,0,0,Ok,,,,,,0,0,0.00%,Inside Tunnel
64f17f15,46082_lll,253x500x20,0b126877,#N/A,,01-03-2026,lll,13,01:10:00,1169,1190,775,F1,812,34,asd666794,253,26,,5,130,27.67711806,28-03-2026,,,17:25:03,5,0,Ok,,,,,,130,0,0.00%,Inside Tunnel
4804af6a,46082_lll,550x350x50,0b126877,#N/A,,01-03-2026,lll,13,01:10:00,1169,1190,775,F1,812,34,asd534811,550,32,,2,64,27.67731481,28-03-2026,,,17:25:20,2,0,Ok,,,,,,64,0,0.00%,Inside Tunnel
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2c34f379,46082_lll,436x500x20,cb679420,01-03-2026_lll_Bankar D.M.,Bankar D.M.,01-03-2026,lll,14,02:10:00,,1190,775,F1,,34,asd221530,436,43,,4,172,27.64041667,28-03-2026,,,17:32:12,4,0,Ok,,,,,,172,0,0.00%,Inside Tunnel
8d163264,46082_lll,386x500x20,cb679420,01-03-2026_lll_Bankar D.M.,Bankar D.M.,01-03-2026,lll,14,02:10:00,,1190,775,F1,,34,asd143430,386,38,,4,152,27.64112269,28-03-2026,,,17:33:13,4,0,Ok,,,,,,152,0,0.00%,Inside Tunnel
761f3625,46082_lll,336x500x20,cb679420,01-03-2026_lll_Bankar D.M.,Bankar D.M.,01-03-2026,lll,14,02:10:00,,1190,775,F1,,34,asd961942,336,34,,7,238,27.64141204,28-03-2026,,,17:33:38,7,0,Ok,,,,,,238,0,0.00%,Inside Tunnel
0458502b,46082_lll,253x500x20,cb679420,01-03-2026_lll_Bankar D.M.,Bankar D.M.,01-03-2026,lll,14,02:10:00,,1190,775,F1,,34,asd666794,253,26,,4,104,27.64162037,28-03-2026,,,17:33:56,4,0,Ok,,,,,,104,0,0.00%,Inside Tunnel
5e4a00c5,46082_lll,550x350x50,cb679420,01-03-2026_lll_Bankar D.M.,Bankar D.M.,01-03-2026,lll,14,02:10:00,,1190,775,F1,,34,asd534811,550,32,,2,64,27.64174769,28-03-2026,,,17:34:07,2,0,Ok,,,,,,64,0,0.00%,Inside Tunnel
15081c45,46082_lll,436x500x20,cb679420,01-03-2026_lll_Bankar D.M.,Bankar D.M.,01-03-2026,lll,15,03:10:00,,1190,775,F1,,34,asd221530,436,43,,5,215,27.60337963,28-03-2026,,,17:38:52,5,0,Ok,,,,,,215,0,0.00%,Inside Tunnel
ed7cd8a4,46082_lll,386x500x20,cb679420,01-03-2026_lll_Bankar D.M.,Bankar D.M.,01-03-2026,lll,15,03:10:00,,1190,775,F1,,34,asd143430,386,38,,5,190,27.60412037,28-03-2026,,,17:39:56,5,0,Ok,,,,,,190,0,0.00%,Inside Tunnel
95f81e15,46082_lll,336x500x20,cb679420,01-03-2026_lll_Bankar D.M.,Bankar D.M.,01-03-2026,lll,15,03:10:00,,1190,775,F1,,34,asd961942,336,34,,10,340,27.60430556,28-03-2026,,,17:40:12,10,0,Ok,,,,,,340,0,0.00%,Inside Tunnel
b5291c73,46082_lll,253x500x20,cb679420,01-03-2026_lll_Bankar D.M.,Bankar D.M.,01-03-2026,lll,15,03:10:00,,1190,775,F1,,34,asd666794,253,26,,5,130,27.60471065,28-03-2026,,,17:40:47,5,0,Ok,,,,,,130,0,0.00%,Inside Tunnel
6c2824cb,46082_lll,550x350x50,cb679420,01-03-2026_lll_Bankar D.M.,Bankar D.M.,01-03-2026,lll,15,03:10:00,,1190,775,F1,,34,asd534811,550,32,,2,64,27.60489583,28-03-2026,,,17:41:03,2,0,Ok,,,,,,64,0,0.00%,Inside Tunnel
be922b71,46082_lll,436x500x20,cb679420,01-03-2026_lll_Bankar D.M.,Bankar D.M.,01-03-2026,lll,16,04:10:00,,1190,775,F1,,34,asd221530,436,43,,5,215,27.56368056,28-03-2026,,,17:41:42,5,0,Ok,,,,,,215,0,0.00%,Inside Tunnel
e2682dea,46082_lll,386x500x20,cb679420,01-03-2026_lll_Bankar D.M.,Bankar D.M.,01-03-2026,lll,16,04:10:00,,1190,775,F1,,34,asd143430,386,38,,4,152,27.56430556,28-03-2026,,,17:42:36,4,0,Ok,,,,,,152,0,0.00%,Inside Tunnel
7e325cfc,46082_lll,336x500x20,cb679420,01-03-2026_lll_Bankar D.M.,Bankar D.M.,01-03-2026,lll,16,04:10:00,,1190,775,F1,,34,asd961942,336,34,,10,340,27.56452546,28-03-2026,,,17:42:55,10,0,Ok,,,,,,340,0,0.00%,Inside Tunnel
daf152b8,46082_lll,253x500x20,cb679420,01-03-2026_lll_Bankar D.M.,Bankar D.M.,01-03-2026,lll,16,04:10:00,,1190,775,F1,,34,asd666794,253,26,,5,130,27.56475694,28-03-2026,,,17:43:15,5,0,Ok,,,,,,130,0,0.00%,Inside Tunnel
4a76aab5,46082_lll,550x350x50,cb679420,01-03-2026_lll_Bankar D.M.,Bankar D.M.,01-03-2026,lll,16,04:10:00,,1190,775,F1,,34,asd534811,550,32,,2,64,27.56490741,28-03-2026,,,17:43:28,2,0,Ok,,,,,,64,0,0.00%,Inside Tunnel
c41558b6,46082_lll,436x500x20,cb679420,01-03-2026_lll_Bankar D.M.,Bankar D.M.,01-03-2026,lll,17,04:10:00,,1190,775,F1,,34,asd221530,436,43,,4,172,27.56509259,28-03-2026,,,17:43:44,4,0,Ok,,,,,,172,0,0.00%,Inside Tunnel
e5842625,46082_lll,386x500x20,cb679420,01-03-2026_lll_Bankar D.M.,Bankar D.M.,01-03-2026,lll,17,04:10:00,,1190,775,F1,,34,asd143430,386,38,,4,152,27.56540509,28-03-2026,,,17:44:11,4,0,Ok,,,,,,152,0,0.00%,Inside Tunnel
0c900c39,46082_lll,336x500x20,cb679420,01-03-2026_lll_Bankar D.M.,Bankar D.M.,01-03-2026,lll,17,04:10:00,,1190,775,F1,,34,asd961942,336,34,,8,272,27.5655787,28-03-2026,,,17:44:26,8,0,Ok,,,,,,272,0,0.00%,Inside Tunnel
fd4d0fb8,46082_lll,253x500x20,cb679420,01-03-2026_lll_Bankar D.M.,Bankar D.M.,01-03-2026,lll,17,04:10:00,,1190,775,F1,,34,asd666794,253,26,,4,104,27.56576389,28-03-2026,,,17:44:42,4,0,Ok,,,,,,104,0,0.00%,Inside Tunnel
65613397,46082_lll,550x350x50,cb679420,01-03-2026_lll_Bankar D.M.,Bankar D.M.,01-03-2026,lll,17,04:10:00,,1190,775,F1,,34,asd534811,550,32,,2,64,27.56596065,28-03-2026,,,17:44:59,2,0,Ok,,,,,,64,0,0.00%,Inside Tunnel
ea1de081,46082_lll,436x500x20,cb679420,01-03-2026_lll_Bankar D.M.,Bankar D.M.,01-03-2026,lll,18,06:10:00,,1190,775,F1,,34,asd221530,436,43,,4,172,27.48280093,28-03-2026,,,17:45:14,4,0,Ok,,,,,,172,0,0.00%,Inside Tunnel
7f1b6307,46082_lll,386x500x20,cb679420,01-03-2026_lll_Bankar D.M.,Bankar D.M.,01-03-2026,lll,18,06:10:00,,1190,775,F1,,34,asd143430,386,38,,6,228,27.48304398,28-03-2026,,,17:45:35,6,0,Ok,,,,,,228,0,0.00%,Inside Tunnel
78e96eb7,46082_lll,336x500x20,cb679420,01-03-2026_lll_Bankar D.M.,Bankar D.M.,01-03-2026,lll,18,06:10:00,,1190,775,F1,,34,asd961942,336,34,,8,272,27.48328704,28-03-2026,,,17:45:56,8,0,Ok,,,,,,272,0,0.00%,Inside Tunnel
2cfa37de,46082_lll,253x500x20,cb679420,01-03-2026_lll_Bankar D.M.,Bankar D.M.,01-03-2026,lll,18,06:10:00,,1190,775,F1,,34,asd666794,253,26,,4,104,27.48344907,28-03-2026,,,17:46:10,4,0,Ok,,,,,,104,0,0.00%,Inside Tunnel
2c6d41e6,46109_ll,436x500x20,4b091218,#N/A,,28-03-2026,ll,7,16:10:00,,,,F2,,,asd221530,436,43,,7,301,1.066527778,29-03-2026,lll,Kanase.sv,17:45:48,7,0,Ok,0,,,,,301,0,0.00%,QC Checked
5fb792bf,46082_lll,550x350x50,cb679420,01-03-2026_lll_Bankar D.M.,Bankar D.M.,01-03-2026,lll,18,06:10:00,,1190,775,F1,,34,asd534811,550,32,,2,64,27.48364583,28-03-2026,,,17:46:27,2,0,Ok,,,,,,64,0,0.00%,Inside Tunnel
bf31b4e8,46109_ll,489x500x20,605dcc1d,28-03-2026_ll_Bankar D.M.,Bankar D.M.,28-03-2026,ll,6,15:20:00,,,,F2,,,asd636462,489,48,,4,192,0.1045717593,28-03-2026,,,17:50:35,4,0,Ok,,,,,,192,0,0.00%,Inside Tunnel
5cc366f5,46109_ll,436x500x20,605dcc1d,28-03-2026_ll_Bankar D.M.,Bankar D.M.,28-03-2026,ll,6,15:20:00,,,,F2,,,asd221530,436,43,,8,344,0.1315046296,28-03-2026,,,18:29:22,8,0,Ok,,,,,,344,0,0.00%,Inside Tunnel
f44a20c2,46109_ll,386x500x20,605dcc1d,28-03-2026_ll_Bankar D.M.,Bankar D.M.,28-03-2026,ll,6,15:20:00,,,,F2,,,asd143430,386,38,,4,152,0.1326388889,28-03-2026,,,18:31:00,4,0,Ok,,,,,,152,0,0.00%,Inside Tunnel
60700a06,46109_ll,336x500x20,605dcc1d,28-03-2026_ll_Bankar D.M.,Bankar D.M.,28-03-2026,ll,6,15:20:00,,,,F2,,,asd961942,336,34,,4,136,0.1330324074,28-03-2026,,,18:31:34,4,0,Ok,,,,,,136,0,0.00%,Inside Tunnel
9c161408,46109_ll,253x500x20,605dcc1d,28-03-2026_ll_Bankar D.M.,Bankar D.M.,28-03-2026,ll,6,15:20:00,,,,F2,,,asd666794,253,26,,8,208,0.1332638889,28-03-2026,,,18:31:54,8,0,Ok,,,,,,208,0,0.00%,Inside Tunnel
87fa8450,46109_ll,550x350x50,605dcc1d,28-03-2026_ll_Bankar D.M.,Bankar D.M.,28-03-2026,ll,6,15:20:00,,,,F2,,,asd534811,550,32,,2,64,0.1335648148,28-03-2026,,,18:32:20,2,0,Ok,,,,,,64,0,0.00%,Inside Tunnel
398e00d5,46109_ll,250x350x50,605dcc1d,28-03-2026_ll_Bankar D.M.,Bankar D.M.,28-03-2026,ll,6,15:20:00,,,,F2,,,asd685787,250,15,,2,30,0.1338194444,28-03-2026,,,18:32:42,2,0,Ok,,,,,,30,0,0.00%,Inside Tunnel
a94af377,46109_ll,489x500x20,605dcc1d,28-03-2026_ll_Bankar D.M.,Bankar D.M.,28-03-2026,ll,7,16:10:00,,,,F2,,,asd636462,489,48,1,3,144,1.099479167,29-03-2026,lll,Kanase Suraj,18:33:15,1,2,Ok,,1,1,,,48,96,66.67%,QC Checked
4f29a157,46109_ll,436x500x20,605dcc1d,28-03-2026_ll_Bankar D.M.,Bankar D.M.,28-03-2026,ll,7,16:10:00,,,,F2,,,asd221530,436,43,,7,301,1.099768519,29-03-2026,lll,Suraj k,18:33:40,7,0,Ok,0,,,,,301,0,0.00%,QC Checked
0d486bad,46109_ll,386x500x20,605dcc1d,28-03-2026_ll_Bankar D.M.,Bankar D.M.,28-03-2026,ll,6,16:10:00,,,,F2,,,asd143430,386,38,,3,114,0.1002314815,28-03-2026,,,18:34:20,3,0,Ok,,,,,,114,0,0.00%,Inside Tunnel
71e9192b,46109_ll,336x500x20,605dcc1d,28-03-2026_ll_Bankar D.M.,Bankar D.M.,28-03-2026,ll,7,16:10:00,,,,F2,,,asd961942,336,34,1,2,68,1.100798611,29-03-2026,lll,Suraj k,18:35:09,1,1,Ok,,1,,,,34,34,50.00%,QC Checked
f44d37f1,46109_ll,253x500x20,605dcc1d,28-03-2026_ll_Bankar D.M.,Bankar D.M.,28-03-2026,ll,7,16:10:00,,,,F2,,,asd666794,253,26,,5,130,1.101180556,29-03-2026,lll,Suraj k,18:35:42,5,0,Ok,0,,,,,130,0,0.00%,QC Checked
cc3a93bd,46109_ll,550x350x50,605dcc1d,28-03-2026_ll_Bankar D.M.,Bankar D.M.,28-03-2026,ll,7,16:11:00,,,,F2,,,dda65b4a,550,32,,1,32,1.100925926,29-03-2026,lll,Suraj k,18:36:20,1,0,Ok,0,,,,,32,0,0.00%,QC Checked
116db352,46109_ll,489x500x20,605dcc1d,28-03-2026_ll_Bankar D.M.,Bankar D.M.,28-03-2026,ll,8,17:00:00,,,,F2,,,asd636462,489,48,,5,240,1.067256944,29-03-2026,lll,Suraj k,18:36:51,4,1,Ok,,1,,,,192,48,20.00%,QC Checked
87c5b5b9,46109_ll,436x500x20,605dcc1d,28-03-2026_ll_Bankar D.M.,Bankar D.M.,28-03-2026,ll,8,17:00:00,,,,F2,,,asd221530,436,43,,8,344,1.067592593,29-03-2026,lll,Suraj k,18:37:20,7,1,Ok,,1,,,,301,43,12.50%,QC Checked
f64f4832,46109_ll,386x500x20,605dcc1d,28-03-2026_ll_Bankar D.M.,Bankar D.M.,28-03-2026,ll,8,17:00:00,,,,F2,,,asd143430,386,38,1,4,152,1.068263889,29-03-2026,lll,Suraj k,18:38:18,4,0,Ok,0,,,,,152,0,0.00%,QC Checked
